Time,Price,Volume
2016-02-29 09:30:00.017,154.6822,20
2016-02-29 09:30:03.284,154.7021,2673
2016-02-29 09:30:08.506,154.8127,3533
2016-02-29 09:30:14.251,154.9664,3682
2016-02-29 09:30:20.546,154.8503,729
2016-02-29 09:30:24.394,154.9769,30
2016-02-29 09:30:32.794,155.1313,671
2016-02-29 09:30:35.531,155.0006,4664
2016-02-29 09:30:36.335,154.8992,2092
2016-02-29 09:30:44.451,154.8525,2665
2016-02-29 09:30:48.857,154.9574,2889
2016-02-29 09:30:51.519,154.9983,4394
2016-02-29 09:30:57.531,154.9849,4228
2016-02-29 09:31:06.155,155.0855,4840
2016-02-29 09:31:11.215,155.0723,1587
2016-02-29 09:31:19.925,155.0362,4082
2016-02-29 09:31:25.781,155.0205,2912
2016-02-29 09:31:32.147,154.8892,4316
2016-02-29 09:31:33.562,155.0161,4548
2016-02-29 09:31:36.228,154.9994,2241
2016-02-29 09:31:42.506,155.108,1143
2016-02-29 09:31:47.844,155.0562,1503
2016-02-29 09:31:55.686,155.1195,4172
2016-02-29 09:32:02.507,155.1325,3109
2016-02-29 09:32:04.044,155.0273,3266
2016-02-29 09:32:08.767,154.9239,4000
2016-02-29 09:32:11.973,154.8291,1376
2016-02-29 09:32:16.233,154.6842,4603
2016-02-29 09:32:16.787,154.7024,2789
2016-02-29 09:32:18.278,154.5601,2083
2016-02-29 09:32:24.876,154.696,2950
2016-02-29 09:32:25.448,154.58,2403
2016-02-29 09:32:27.135,154.7079,2875
2016-02-29 09:32:34.058,154.6869,389
2016-02-29 09:32:35.124,154.6806,3233
2016-02-29 09:32:37.797,154.6976,4471
2016-02-29 09:32:46.773,154.8184,4112
2016-02-29 09:32:48.761,154.7093,3645
2016-02-29 09:32:57.609,154.7471,3920
2016-02-29 09:33:02.407,154.7489,1910
2016-02-29 09:33:10.925,154.8776,844
2016-02-29 09:33:16.746,154.8231,3147
2016-02-29 09:33:21.064,154.7787,3071
2016-02-29 09:33:21.813,154.8426,132
2016-02-29 09:33:29.732,154.735,3413
2016-02-29 09:33:29.813,154.6052,3510
2016-02-29 09:33:32.157,154.5644,1016
2016-02-29 09:33:36.606,154.6413,2485
2016-02-29 09:33:46.220,154.5009,1912
2016-02-29 09:33:48.008,154.5982,1593
2016-02-29 09:33:52.095,154.6964,2398
