Time,Price,Volume
2016-02-29 09:30:00.913,70.97895,2829
2016-02-29 09:30:01.721,70.71181,296
2016-02-29 09:30:09.470,71.17542,2780
2016-02-29 09:30:16.003,71.44294,3922
2016-02-29 09:30:18.713,71.01271,1412
2016-02-29 09:30:20.569,71.5744,3681
2016-02-29 09:30:30.467,71.56679,4925
2016-02-29 09:30:39.458,71.96753,1056
2016-02-29 09:30:47.948,72.57536,2500
2016-02-29 09:30:48.843,72.61732,3510
2016-02-29 09:30:49.848,72.27945,4393
2016-02-29 09:30:50.608,72.96257,1655
2016-02-29 09:30:56.577,72.79832,1301
2016-02-29 09:30:59.972,72.64378,2044
2016-02-29 09:31:00.990,72.27269,4914
2016-02-29 09:31:07.118,71.57007,2012
2016-02-29 09:31:10.884,71.43747,1568
2016-02-29 09:31:14.161,72.01044,1492
2016-02-29 09:31:16.876,72.37386,2087
2016-02-29 09:31:21.005,71.84521,1043
2016-02-29 09:31:27.158,72.50088,908
2016-02-29 09:31:32.625,72.65831,4914
2016-02-29 09:31:38.031,72.00803,1402
2016-02-29 09:31:43.539,72.49318,918
2016-02-29 09:31:48.068,71.93366,2216
2016-02-29 09:31:53.234,71.468,2008
2016-02-29 09:31:57.988,71.37677,2003
2016-02-29 09:31:59.113,71.4207,4547
2016-02-29 09:32:07.450,71.8536,1476
2016-02-29 09:32:08.906,71.41972,2527
2016-02-29 09:32:17.689,71.14034,3295
2016-02-29 09:32:18.602,71.1339,568
2016-02-29 09:32:22.068,70.68796,1135
2016-02-29 09:32:25.520,70.00665,4161
2016-02-29 09:32:31.172,69.82479,3624
2016-02-29 09:32:35.954,69.99197,3766
2016-02-29 09:32:36.747,70.63018,4554
2016-02-29 09:32:45.246,70.15266,1780
2016-02-29 09:32:51.744,69.46177,3440
2016-02-29 09:32:55.321,69.84945,2050
2016-02-29 09:32:56.047,70.03655,2831
2016-02-29 09:32:57.224,70.44684,816
2016-02-29 09:32:59.544,71.0471,1670
2016-02-29 09:33:03.633,71.33135,2205
2016-02-29 09:33:10.688,70.83051,1105
2016-02-29 09:33:11.067,70.53871,3971
2016-02-29 09:33:14.334,71.18669,4634
2016-02-29 09:33:18.449,71.77756,366
2016-02-29 09:33:18.958,71.15938,4849
2016-02-29 09:33:25.369,71.73855,3206
2016-02-29 09:33:25.408,71.91754,3816
2016-02-29 09:33:25.445,72.06201,4293
2016-02-29 09:33:32.838,71.67377,1289
2016-02-29 09:33:42.756,71.19801,2329
2016-02-29 09:33:48.320,71.7546,1617
2016-02-29 09:33:54.617,71.16559,1783
2016-02-29 09:34:03.795,70.90436,3200
2016-02-29 09:34:07.727,71.4122,382
2016-02-29 09:34:15.385,71.01254,3234
2016-02-29 09:34:21.151,71.14317,4601
2016-02-29 09:34:27.956,70.52566,2868
2016-02-29 09:34:37.595,70.83224,605
2016-02-29 09:34:44.127,70.89627,2444
2016-02-29 09:34:48.432,71.08848,952
2016-02-29 09:34:56.471,71.77498,1081
2016-02-29 09:35:01.603,71.69626,3994
2016-02-29 09:35:07.994,71.07186,2190
2016-02-29 09:35:12.577,71.73694,4622
2016-02-29 09:35:20.102,71.5233,155
2016-02-29 09:35:29.224,71.64222,4784
2016-02-29 09:35:29.536,71.16212,4121
2016-02-29 09:35:33.668,71.51628,382
2016-02-29 09:35:33.861,71.8692,936
2016-02-29 09:35:34.651,71.64696,4322
2016-02-29 09:35:40.676,71.63135,2919
2016-02-29 09:35:45.528,71.48207,616
2016-02-29 09:35:52.624,72.1769,4764
2016-02-29 09:36:00.675,72.03444,3689
2016-02-29 09:36:01.012,71.93925,2974
2016-02-29 09:36:04.988,72.44476,916
2016-02-29 09:36:07.573,72.07588,142
2016-02-29 09:36:12.773,72.78358,2428
2016-02-29 09:36:20.833,73.08085,4632
2016-02-29 09:36:24.837,72.38304,242
2016-02-29 09:36:33.129,73.02955,1357
2016-02-29 09:36:35.745,73.29682,3463
2016-02-29 09:36:38.539,73.35789,1354
2016-02-29 09:36:43.637,72.85287,1421
2016-02-29 09:36:53.611,72.80663,1536
2016-02-29 09:36:59.110,72.36955,4260
2016-02-29 09:37:05.631,72.14959,1969
2016-02-29 09:37:09.530,72.70521,1828
2016-02-29 09:37:10.401,73.27958,3901
2016-02-29 09:37:18.946,73.56227,1495
2016-02-29 09:37:26.971,73.09359,3204
2016-02-29 09:37:27.607,73.44736,2205
2016-02-29 09:37:36.165,72.94826,1069
2016-02-29 09:37:40.144,73.47265,2269
2016-02-29 09:37:40.732,73.13297,3548
2016-02-29 09:37:45.705,73.50389,4224
2016-02-29 09:37:51.944,73.72009,2534
2016-02-29 09:37:56.623,73.07261,4231
2016-02-29 09:37:58.192,73.73018,4785
2016-02-29 09:38:04.649,73.72587,3683
2016-02-29 09:38:12.143,73.38043,1815
2016-02-29 09:38:19.711,73.62425,257
2016-02-29 09:38:22.290,72.97002,288
2016-02-29 09:38:24.826,72.54231,2293
2016-02-29 09:38:31.953,72.37547,4062
2016-02-29 09:38:32.911,72.3769,123
2016-02-29 09:38:39.378,72.19315,4612
2016-02-29 09:38:44.893,72.60132,756
2016-02-29 09:38:46.759,72.39268,3583
2016-02-29 09:38:51.420,72.34942,1018
2016-02-29 09:39:00.245,72.5838,80
2016-02-29 09:39:09.356,72.62625,3995
2016-02-29 09:39:14.819,72.72255,3516
2016-02-29 09:39:17.139,72.72947,2292
2016-02-29 09:39:18.844,72.27505,4159
2016-02-29 09:39:22.016,72.90644,986
2016-02-29 09:39:26.464,72.88936,3497
2016-02-29 09:39:32.912,73.59141,4198
2016-02-29 09:39:39.276,73.88414,2035
2016-02-29 09:39:43.543,73.78753,4414
2016-02-29 09:39:49.217,73.44145,2246
2016-02-29 09:39:52.437,72.82738,2015
2016-02-29 09:40:01.922,72.43704,698
2016-02-29 09:40:02.625,73.00199,2644
2016-02-29 09:40:04.655,73.64896,1340
2016-02-29 09:40:09.953,73.68938,3234
2016-02-29 09:40:17.976,73.50242,1259
2016-02-29 09:40:24.072,73.60185,753
2016-02-29 09:40:31.615,73.98491,4060
2016-02-29 09:40:33.914,73.63568,1192
2016-02-29 09:40:37.261,74.01148,2665
2016-02-29 09:40:42.199,74.66345,591
2016-02-29 09:40:45.511,74.91898,3614
2016-02-29 09:40:49.561,75.148,3690
2016-02-29 09:40:57.546,75.356,3814
2016-02-29 09:41:02.336,74.67313,1276
2016-02-29 09:41:11.184,74.16983,867
2016-02-29 09:41:19.179,74.81261,239
2016-02-29 09:41:22.816,74.31808,1269
2016-02-29 09:41:29.839,74.23209,4968
2016-02-29 09:41:35.247,73.80865,3750
2016-02-29 09:41:41.190,73.53901,1216
2016-02-29 09:41:45.803,74.06379,1881
2016-02-29 09:41:48.940,74.276,1185
2016-02-29 09:41:55.086,74.02799,682
2016-02-29 09:41:57.877,74.04643,2054
2016-02-29 09:42:00.955,73.63532,2243
2016-02-29 09:42:03.329,74.36011,2339
2016-02-29 09:42:09.922,74.5515,2096
2016-02-29 09:42:16.451,74.1941,95
2016-02-29 09:42:17.825,73.48161,3257
2016-02-29 09:42:22.541,73.08979,679
2016-02-29 09:42:25.871,73.01219,4667
2016-02-29 09:42:30.791,73.13023,4520
2016-02-29 09:42:38.894,72.97512,2438
2016-02-29 09:42:45.752,72.53741,4647
2016-02-29 09:42:48.059,72.74649,2853
2016-02-29 09:42:52.246,72.27862,2523
2016-02-29 09:42:54.125,72.50752,364
2016-02-29 09:42:58.498,72.42338,1188
2016-02-29 09:43:02.975,71.82364,1802
2016-02-29 09:43:11.640,71.47309,3854
2016-02-29 09:43:14.577,71.76357,1822
2016-02-29 09:43:21.257,71.50973,1244
2016-02-29 09:43:21.922,70.87693,2948
2016-02-29 09:43:30.518,70.54786,1567
2016-02-29 09:43:35.391,70.54241,1163
2016-02-29 09:43:39.656,70.82336,865
