Time,Price,Volume
2016-02-29 09:30:00.124,188.2164,3508
2016-02-29 09:30:09.230,188.2767,4035
2016-02-29 09:30:09.416,188.23,3347
2016-02-29 09:30:14.330,188.2978,3850
2016-02-29 09:30:22.756,188.249,498
2016-02-29 09:30:32.461,188.2178,1809
2016-02-29 09:30:33.445,188.2545,2512
2016-02-29 09:30:34.091,188.2823,1388
2016-02-29 09:30:36.526,188.2866,1269
2016-02-29 09:30:44.082,188.341,1331
2016-02-29 09:30:52.607,188.3057,4035
2016-02-29 09:30:54.397,188.4426,4667
2016-02-29 09:31:00.320,188.5682,3854
2016-02-29 09:31:04.714,188.4911,3242
2016-02-29 09:31:07.086,188.3061,4886
2016-02-29 09:31:14.834,188.4246,1720
2016-02-29 09:31:17.533,188.5143,522
2016-02-29 09:31:24.176,188.5896,2931
2016-02-29 09:31:33.452,188.671,1864
2016-02-29 09:31:43.288,188.7044,2154
2016-02-29 09:31:46.150,188.5953,2020
2016-02-29 09:31:48.392,188.4531,565
2016-02-29 09:31:50.186,188.5286,2020
2016-02-29 09:31:55.467,188.6667,700
2016-02-29 09:32:05.102,188.5205,3006
2016-02-29 09:32:11.937,188.4241,1366
2016-02-29 09:32:18.264,188.5654,2920
2016-02-29 09:32:27.220,188.7546,4886
2016-02-29 09:32:30.347,188.5834,755
2016-02-29 09:32:35.566,188.7145,160
2016-02-29 09:32:38.623,188.8925,1263
2016-02-29 09:32:44.944,188.9429,921
2016-02-29 09:32:47.485,189.0732,4806
2016-02-29 09:32:57.110,189.0516,265
2016-02-29 09:33:04.430,189.2267,1915
2016-02-29 09:33:10.689,189.1087,45
2016-02-29 09:33:16.488,189.0144,3055
2016-02-29 09:33:21.859,188.8494,4921
2016-02-29 09:33:24.837,188.8832,2879
2016-02-29 09:33:31.576,188.7973,2691
2016-02-29 09:33:37.807,188.8773,21
2016-02-29 09:33:44.029,188.9501,4856
2016-02-29 09:33:53.742,188.785,1184
2016-02-29 09:34:02.022,188.7174,2867
2016-02-29 09:34:06.713,188.7206,700
2016-02-29 09:34:11.185,188.6976,293
2016-02-29 09:34:18.793,188.6408,910
2016-02-29 09:34:19.641,188.6314,36
2016-02-29 09:34:20.691,188.7884,1033
2016-02-29 09:34:23.550,188.6161,3617
2016-02-29 09:34:26.399,188.5952,1627
2016-02-29 09:34:35.741,188.4783,2632
2016-02-29 09:34:38.305,188.3213,90
2016-02-29 09:34:46.971,188.1768,1818
2016-02-29 09:34:49.948,188.166,4255
2016-02-29 09:34:52.133,188.3505,1353
2016-02-29 09:34:54.313,188.226,1576
2016-02-29 09:34:59.952,188.2827,3041
2016-02-29 09:35:00.842,188.3686,620
2016-02-29 09:35:05.493,188.2135,4446
2016-02-29 09:35:05.906,188.1846,646
2016-02-29 09:35:10.000,188.3347,4515
2016-02-29 09:35:16.763,188.3116,4874
2016-02-29 09:35:17.535,188.4304,2055
2016-02-29 09:35:19.625,188.266,2840
2016-02-29 09:35:25.053,188.2237,2197
2016-02-29 09:35:32.500,188.2121,2084
2016-02-29 09:35:39.054,188.3368,1286
2016-02-29 09:35:39.105,188.4159,3079
2016-02-29 09:35:45.242,188.446,3935
2016-02-29 09:35:46.284,188.4133,562
2016-02-29 09:35:47.515,188.3203,3321
2016-02-29 09:35:47.863,188.3545,391
2016-02-29 09:35:56.427,188.4479,3846
2016-02-29 09:36:03.725,188.4143,1002
2016-02-29 09:36:08.714,188.3354,1967
2016-02-29 09:36:15.939,188.2944,1800
2016-02-29 09:36:22.346,188.3239,4045
2016-02-29 09:36:23.489,188.4088,722
2016-02-29 09:36:31.781,188.4744,322
2016-02-29 09:36:35.633,188.6535,4729
2016-02-29 09:36:41.205,188.502,4888
2016-02-29 09:36:48.468,188.3599,4217
2016-02-29 09:36:50.256,188.2457,876
2016-02-29 09:36:52.984,188.0852,3323
2016-02-29 09:36:58.032,188.1082,3310
2016-02-29 09:36:58.154,187.9774,2958
2016-02-29 09:37:06.427,188.133,2838
2016-02-29 09:37:15.578,188.1002,685
2016-02-29 09:37:16.072,188.0086,2079
2016-02-29 09:37:23.486,187.9088,2114
2016-02-29 09:37:31.577,187.74,4249
2016-02-29 09:37:35.447,187.8196,469
2016-02-29 09:37:42.290,187.868,968
2016-02-29 09:37:45.018,187.7088,3252
2016-02-29 09:37:48.858,187.7308,1401
2016-02-29 09:37:55.055,187.6738,4069
2016-02-29 09:37:55.582,187.6958,2948
2016-02-29 09:37:55.826,187.576,1164
2016-02-29 09:38:01.872,187.4773,393
2016-02-29 09:38:02.273,187.3153,4308
2016-02-29 09:38:02.976,187.3185,509
2016-02-29 09:38:11.803,187.239,3524
2016-02-29 09:38:16.493,187.069,4822
2016-02-29 09:38:24.344,187.2497,256
2016-02-29 09:38:31.245,187.1173,435
2016-02-29 09:38:34.934,186.9841,1492
2016-02-29 09:38:43.978,187.0504,2841
2016-02-29 09:38:44.195,187.0669,3214
2016-02-29 09:38:47.653,187.0435,2909
2016-02-29 09:38:52.855,186.9929,1214
2016-02-29 09:38:53.539,186.8402,2470
2016-02-29 09:38:58.321,186.792,3728
2016-02-29 09:38:58.761,186.7188,242
2016-02-29 09:39:01.191,186.6336,583
2016-02-29 09:39:08.687,186.6638,1973
2016-02-29 09:39:11.011,186.7966,4
2016-02-29 09:39:15.592,186.9218,2833
2016-02-29 09:39:16.246,186.9602,4526
2016-02-29 09:39:18.128,187.0075,4739
2016-02-29 09:39:18.883,187.1723,2210
2016-02-29 09:39:22.304,187.1554,4088
2016-02-29 09:39:24.053,187.2795,4870
2016-02-29 09:39:32.914,187.1921,1394
2016-02-29 09:39:35.150,187.1956,3289
2016-02-29 09:39:41.268,187.0884,4685
2016-02-29 09:39:41.720,187.0959,3910
2016-02-29 09:39:49.851,187.1276,3113
2016-02-29 09:39:57.735,187.0256,4523
2016-02-29 09:39:58.871,186.9251,2436
2016-02-29 09:40:03.568,186.9715,1584
2016-02-29 09:40:12.703,187.0701,3470
2016-02-29 09:40:20.813,187.0896,1043
2016-02-29 09:40:24.831,187.1345,484
2016-02-29 09:40:26.899,186.9901,2657
2016-02-29 09:40:31.843,186.9203,3209
2016-02-29 09:40:36.781,187.0969,1592
2016-02-29 09:40:44.479,186.9702,2631
2016-02-29 09:40:49.512,186.9933,3819
2016-02-29 09:40:54.207,187.0884,1412
2016-02-29 09:40:54.818,186.9857,2941
2016-02-29 09:41:00.500,187.1456,2709
2016-02-29 09:41:07.044,187.1731,2800
2016-02-29 09:41:12.764,187.2524,2495
2016-02-29 09:41:21.505,187.4403,3415
2016-02-29 09:41:30.151,187.6061,2095
2016-02-29 09:41:30.730,187.4305,1971
2016-02-29 09:41:39.655,187.5439,1254
2016-02-29 09:41:45.010,187.411,334
2016-02-29 09:41:51.650,187.3643,2859
2016-02-29 09:41:58.717,187.5053,2043
2016-02-29 09:41:59.773,187.679,4677
2016-02-29 09:42:01.299,187.833,3515
2016-02-29 09:42:06.475,187.7853,2052
2016-02-29 09:42:08.635,187.6812,2902
2016-02-29 09:42:12.573,187.6357,4253
2016-02-29 09:42:17.329,187.5497,1971
2016-02-29 09:42:19.010,187.6122,3824
2016-02-29 09:42:23.702,187.6099,242
2016-02-29 09:42:24.012,187.6735,3586
2016-02-29 09:42:29.167,187.6531,2982
2016-02-29 09:42:33.247,187.6548,4966
2016-02-29 09:42:34.184,187.5992,1801
2016-02-29 09:42:37.782,187.7364,3120
2016-02-29 09:42:39.225,187.6804,756
2016-02-29 09:42:48.654,187.7099,3984
2016-02-29 09:42:57.296,187.5555,1418
2016-02-29 09:43:05.793,187.3896,3289
