Time,Price,Volume
2016-02-29 09:30:00.656,175.9912,563
2016-02-29 09:30:01.571,176.3281,3213
2016-02-29 09:30:11.448,177.5419,4558
2016-02-29 09:30:13.951,177.5215,3580
2016-02-29 09:30:17.106,176.4047,2945
2016-02-29 09:30:20.789,174.6991,1415
2016-02-29 09:30:29.502,174.4082,2685
2016-02-29 09:30:33.761,173.3949,1217
2016-02-29 09:30:40.470,174.8587,4014
2016-02-29 09:30:47.530,173.4759,175
2016-02-29 09:30:53.637,174.1276,2
2016-02-29 09:30:57.401,174.1336,39
2016-02-29 09:30:58.211,174.8594,2150
2016-02-29 09:31:03.507,176.2683,4512
2016-02-29 09:31:10.872,177.236,3127
2016-02-29 09:31:18.425,177.8843,2425
2016-02-29 09:31:26.608,177.2502,3020
2016-02-29 09:31:29.404,176.1536,1121
2016-02-29 09:31:32.352,175.0751,153
2016-02-29 09:31:32.367,174.0565,1714
2016-02-29 09:31:34.872,173.5414,4965
2016-02-29 09:31:37.634,173.0027,452
2016-02-29 09:31:45.701,171.7146,3440
2016-02-29 09:31:51.002,171.8708,304
2016-02-29 09:31:57.767,171.6546,3304
2016-02-29 09:31:57.917,170.3245,118
2016-02-29 09:32:01.389,169.6865,1884
2016-02-29 09:32:05.325,168.5734,1936
2016-02-29 09:32:13.461,169.8979,1011
2016-02-29 09:32:16.996,170.5222,1648
2016-02-29 09:32:20.519,170.301,3470
2016-02-29 09:32:28.042,169.4613,4635
2016-02-29 09:32:30.431,170.3772,3413
2016-02-29 09:32:39.133,171.7348,1309
2016-02-29 09:32:46.159,171.6021,1028
2016-02-29 09:32:50.706,171.7958,820
2016-02-29 09:32:52.256,170.8613,1378
2016-02-29 09:32:58.950,169.3614,4897
2016-02-29 09:33:01.892,170.2995,4330
2016-02-29 09:33:03.019,170.302,4912
2016-02-29 09:33:04.138,171.705,2733
2016-02-29 09:33:07.928,172.2805,2978
2016-02-29 09:33:15.601,172.5294,4960
2016-02-29 09:33:18.370,171.2827,944
2016-02-29 09:33:22.457,172.1013,4918
2016-02-29 09:33:26.819,173.305,3538
2016-02-29 09:33:34.051,171.883,475
2016-02-29 09:33:41.211,171.2964,3353
2016-02-29 09:33:42.125,170.9484,4747
2016-02-29 09:33:44.154,170.4066,4817
2016-02-29 09:33:46.667,169.2866,3568
2016-02-29 09:33:46.925,170.4438,170
2016-02-29 09:33:53.689,171.0195,3865
2016-02-29 09:34:02.338,172.458,1342
2016-02-29 09:34:11.523,173.1,521
2016-02-29 09:34:18.214,173.0923,2195
2016-02-29 09:34:26.338,171.9877,831
2016-02-29 09:34:31.420,170.5322,2043
2016-02-29 09:34:38.065,169.7237,987
2016-02-29 09:34:41.822,169.1298,3088
2016-02-29 09:34:45.434,170.0569,2344
2016-02-29 09:34:45.603,169.4775,1665
2016-02-29 09:34:55.258,170.7375,2423
2016-02-29 09:34:59.227,170.637,443
2016-02-29 09:35:03.280,171.9367,4345
2016-02-29 09:35:04.435,170.9194,1142
2016-02-29 09:35:13.848,171.2368,239
2016-02-29 09:35:22.285,171.0907,2088
2016-02-29 09:35:23.427,172.3007,117
2016-02-29 09:35:23.657,173.3053,2499
2016-02-29 09:35:28.318,172.8191,3585
2016-02-29 09:35:37.386,171.3728,404
2016-02-29 09:35:41.122,169.7651,2844
2016-02-29 09:35:49.894,168.6269,2027
2016-02-29 09:35:56.020,169.006,1960
2016-02-29 09:36:01.757,168.8587,2604
2016-02-29 09:36:04.973,170.5364,3236
2016-02-29 09:36:10.776,169.5878,4933
2016-02-29 09:36:13.144,167.9554,2768
2016-02-29 09:36:16.094,166.3042,2175
2016-02-29 09:36:22.105,167.6347,2927
2016-02-29 09:36:31.573,167.1605,1936
2016-02-29 09:36:39.054,167.5141,4556
