Time,Price,Volume
2016-02-29 09:30:00.552,46.16146,2250
2016-02-29 09:30:07.383,46.2035,2482
2016-02-29 09:30:08.197,46.23797,839
2016-02-29 09:30:16.296,46.23114,4615
2016-02-29 09:30:19.426,46.20163,1482
2016-02-29 09:30:22.340,46.19388,2941
2016-02-29 09:30:31.780,46.22514,4474
2016-02-29 09:30:35.586,46.26167,1631
2016-02-29 09:30:42.382,46.22637,4107
2016-02-29 09:30:45.715,46.21816,3524
2016-02-29 09:30:55.564,46.1882,4752
2016-02-29 09:31:05.001,46.18753,4051
2016-02-29 09:31:07.506,46.2025,4138
2016-02-29 09:31:10.531,46.2097,1734
2016-02-29 09:31:11.656,46.18315,3035
2016-02-29 09:31:19.341,46.18916,4194
2016-02-29 09:31:28.647,46.21054,1224
2016-02-29 09:31:32.831,46.18,3956
2016-02-29 09:31:37.889,46.15218,2481
2016-02-29 09:31:47.705,46.19654,2341
2016-02-29 09:31:55.150,46.17771,4250
2016-02-29 09:32:04.155,46.15859,500
2016-02-29 09:32:04.773,46.15698,111
2016-02-29 09:32:11.606,46.19434,275
2016-02-29 09:32:15.933,46.2148,665
2016-02-29 09:32:24.082,46.17239,775
2016-02-29 09:32:33.112,46.18581,954
2016-02-29 09:32:35.432,46.15606,2786
2016-02-29 09:32:45.166,46.13758,1861
2016-02-29 09:32:50.420,46.11597,1988
2016-02-29 09:33:00.211,46.15074,4778
2016-02-29 09:33:05.860,46.18346,2388
2016-02-29 09:33:07.580,46.22842,2201
2016-02-29 09:33:15.875,46.2001,1684
2016-02-29 09:33:21.872,46.23612,300
2016-02-29 09:33:27.281,46.26708,2738
2016-02-29 09:33:34.711,46.22823,1217
2016-02-29 09:33:42.182,46.26593,2343
2016-02-29 09:33:46.317,46.29826,4884
2016-02-29 09:33:50.841,46.2953,3358
2016-02-29 09:33:54.953,46.32213,1355
2016-02-29 09:33:57.248,46.29089,2921
2016-02-29 09:34:04.280,46.27826,1619
2016-02-29 09:34:09.211,46.31671,1360
2016-02-29 09:34:18.865,46.31477,1865
