Time,Price,Volume
2016-02-29 09:30:00.116,127.3395,1742
2016-02-29 09:30:00.750,127.1758,3875
2016-02-29 09:30:01.228,126.7591,3558
2016-02-29 09:30:09.505,126.3974,1033
2016-02-29 09:30:16.840,125.732,1278
2016-02-29 09:30:19.297,124.6992,1146
2016-02-29 09:30:28.836,125.771,3553
2016-02-29 09:30:36.691,125.9916,3497
2016-02-29 09:30:37.825,126.4288,1202
2016-02-29 09:30:42.518,125.2813,1482
2016-02-29 09:30:45.194,124.9374,233
2016-02-29 09:30:53.363,126.1549,2921
2016-02-29 09:30:55.738,126.8578,2179
2016-02-29 09:30:58.074,127.7068,4977
2016-02-29 09:30:59.634,126.6593,1698
2016-02-29 09:31:00.180,125.9403,4674
2016-02-29 09:31:05.223,125.6639,2476
2016-02-29 09:31:10.541,125.3241,2764
2016-02-29 09:31:14.402,125.0029,3172
2016-02-29 09:31:16.051,124.9944,3695
2016-02-29 09:31:24.552,124.2931,1244
2016-02-29 09:31:34.043,124.4523,1204
2016-02-29 09:31:39.534,125.3813,3451
2016-02-29 09:31:48.409,125.3192,3201
2016-02-29 09:31:56.482,124.9969,2802
2016-02-29 09:32:06.133,123.7515,4342
2016-02-29 09:32:08.314,124.4995,4650
2016-02-29 09:32:16.617,125.2665,4968
2016-02-29 09:32:21.430,126.2037,2817
2016-02-29 09:32:27.648,126.3622,1193
2016-02-29 09:32:30.015,125.7249,4582
2016-02-29 09:32:33.268,126.3173,78
2016-02-29 09:32:42.625,126.9279,2194
2016-02-29 09:32:47.583,127.2816,924
2016-02-29 09:32:52.980,128.2875,253
2016-02-29 09:32:57.666,127.2707,2847
2016-02-29 09:33:06.812,127.0418,4873
2016-02-29 09:33:14.868,126.6248,1995
2016-02-29 09:33:24.183,126.2072,374
2016-02-29 09:33:33.402,125.0369,1291
2016-02-29 09:33:41.506,124.1391,1066
2016-02-29 09:33:42.111,122.9039,3613
2016-02-29 09:33:47.265,122.4176,1005
2016-02-29 09:33:55.502,123.3694,2974
2016-02-29 09:33:59.391,123.0719,812
2016-02-29 09:34:04.604,123.5585,552
2016-02-29 09:34:04.996,122.7733,358
2016-02-29 09:34:06.882,123.6038,3253
2016-02-29 09:34:12.066,123.4654,3852
2016-02-29 09:34:18.993,123.3095,2710
2016-02-29 09:34:23.422,122.6971,3454
2016-02-29 09:34:24.744,121.7152,3558
2016-02-29 09:34:30.932,121.1713,953
2016-02-29 09:34:35.449,122.0753,593
2016-02-29 09:34:40.236,121.6473,2922
2016-02-29 09:34:40.416,122.6579,2535
2016-02-29 09:34:49.234,121.6638,3516
2016-02-29 09:34:50.290,121.875,2587
2016-02-29 09:34:52.596,122.8248,4077
2016-02-29 09:34:58.114,123.7629,4449
2016-02-29 09:35:05.164,122.6523,4393
2016-02-29 09:35:08.770,122.9777,2188
2016-02-29 09:35:11.448,122.933,1724
2016-02-29 09:35:12.566,123.8365,3337
2016-02-29 09:35:16.912,124.6745,4976
2016-02-29 09:35:26.437,124.7979,4161
2016-02-29 09:35:28.605,124.1833,3849
2016-02-29 09:35:29.337,124.1259,2020
2016-02-29 09:35:31.341,124.6858,168
2016-02-29 09:35:36.905,124.1732,4140
2016-02-29 09:35:45.956,123.5387,1909
2016-02-29 09:35:54.156,124.3938,1959
2016-02-29 09:35:59.037,123.5058,1252
2016-02-29 09:36:00.144,123.8101,4758
2016-02-29 09:36:00.201,124.2719,2894
2016-02-29 09:36:06.034,125.1614,3044
2016-02-29 09:36:13.300,125.1675,4867
2016-02-29 09:36:21.773,125.7867,4407
2016-02-29 09:36:30.514,126.1227,4985
2016-02-29 09:36:37.984,126.8195,3594
2016-02-29 09:36:38.938,125.5776,3747
2016-02-29 09:36:43.096,126.3823,3602
2016-02-29 09:36:43.471,125.7798,1403
2016-02-29 09:36:44.909,127.0206,4526
2016-02-29 09:36:52.699,128.0021,4537
2016-02-29 09:36:55.518,128.9031,947
2016-02-29 09:37:02.998,128.1509,1195
2016-02-29 09:37:07.661,127.4826,2785
2016-02-29 09:37:16.856,128.0625,4735
2016-02-29 09:37:21.750,129.0534,3432
2016-02-29 09:37:23.780,128.9344,2005
2016-02-29 09:37:32.625,129.2874,751
2016-02-29 09:37:36.718,129.3282,1482
2016-02-29 09:37:43.899,129.5305,4871
2016-02-29 09:37:50.529,128.3948,2003
2016-02-29 09:37:59.997,129.2619,3460
2016-02-29 09:38:00.070,128.0693,1959
2016-02-29 09:38:03.016,127.5148,750
2016-02-29 09:38:08.369,127.038,2574
2016-02-29 09:38:11.495,125.9425,4353
2016-02-29 09:38:12.670,125.8365,2646
2016-02-29 09:38:21.211,124.9632,1087
2016-02-29 09:38:28.382,125.9358,3250
2016-02-29 09:38:34.976,126.2499,4855
2016-02-29 09:38:43.158,125.5941,3961
2016-02-29 09:38:44.624,125.9077,1055
2016-02-29 09:38:48.781,125.6027,2785
2016-02-29 09:38:57.424,124.7448,522
2016-02-29 09:39:04.133,124.2924,100
2016-02-29 09:39:07.444,125.2744,4814
2016-02-29 09:39:14.980,124.2775,2042
2016-02-29 09:39:24.573,123.6014,2169
2016-02-29 09:39:26.997,124.3987,1656
2016-02-29 09:39:27.687,124.7694,3801
2016-02-29 09:39:34.068,125.3335,3673
2016-02-29 09:39:37.037,124.739,4420
2016-02-29 09:39:37.823,123.7177,4757
2016-02-29 09:39:45.649,124.711,3423
2016-02-29 09:39:55.021,125.1843,4231
2016-02-29 09:39:55.803,124.1776,1754
2016-02-29 09:39:58.035,124.4437,2547
2016-02-29 09:40:05.582,123.3935,2836
2016-02-29 09:40:09.803,123.7055,2243
2016-02-29 09:40:09.844,124.249,3564
2016-02-29 09:40:18.747,124.5061,3696
2016-02-29 09:40:27.980,125.2906,2029
2016-02-29 09:40:31.741,124.2439,261
2016-02-29 09:40:38.432,125.0238,4420
2016-02-29 09:40:47.844,124.6949,4634
